Order,Family,Species,ZooMS_taxon,COL1a1_508_520,COLa1_2_978_990,COLa1_2_978_990_16,COL1a2_484___499,COL1a2_502___519,COL1a2_292___309,COL1a2_793___816,COL1a2_454___483,COL1a1_586___618,COL1a1_586___618_16,COL1a2_757___789,COL1a2_757___789_16
Artiodactyla,Bovidae,Capra hircus,Capra,1105.6,1180.6,1196.6,1427.7,1580.8,1648.8,2131.1,2792.4,2883.4,2899.4,3077.4,3093.4
Artiodactyla,Bovidae,Capra ibex,Capra,1105.6,1180.6,1196.6,1427.7,1580.8,1648.8,2131.1,2792.4,2883.4,2899.4,3077.4,3093.4
Artiodactyla,Bovidae,Gazella sp.,Cervus/Saiga/Gazella,1105.6,1180.6,1196.6,1427.7,1550.8,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,3033.4
Artiodactyla,Bovidae,Ovibos moschatus,Ovibos,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,3033.4
Artiodactyla,Bovidae,Ovis aries,Ovis,1105.6,1180.6,1196.6,1427.7,1580.8,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,3033.4
Artiodactyla,Bovidae,Ovis orientalis,Ovis,1105.6,1180.6,1196.6,1427.7,1580.8,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,3033.4
Artiodactyla,Bovidae,Pantholops hodgsonii,Pantholops,1105.6,1180.6,1196.6,1427.7,1580.8,1648.8,2131.1,2792.4,2857.4,2873.4,3017.4,3033.4
Artiodactyla,Bovidae,Saiga tatarica,Cervus/Saiga/Gazella,1105.6,1180.6,1196.6,1427.7,1550.8,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,3033.4
Artiodactyla,Camelidae,Camelus bactrianus,Camelus,1105.6,1221.6,,1443.7,1550.8,1634.8,2131.1,2820.4,2883.4,2899.4,2975.4,2991.4
Artiodactyla,Camelidae,Camelus dromedarius,Camelus,1105.6,1221.6,,1453.7,1550.8,,2131.1,,2883.4,2899.4,2975.4,2991.4
Artiodactyla,Cervidae,Alces alces,Cervus/Saiga/Gazella,1105.6,1180.6,1196.6,1427.7,1550.8,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,3033.4
Artiodactyla,Cervidae,Axis axis,Cervus/Saiga/Gazella,1105.6,1180.6,1196.6,1427.7,1550.8,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,3033.4
Artiodactyla,Cervidae,Capreolus capreolus,Cervus/Saiga/Gazella,1105.6,1180.6,1196.6,1427.7,1550.8,1648.8,2131.1,2792.4,2883.4,2899.4,3043.4,3059.4
Artiodactyla,Cervidae,Cervus elaphus,Cervus/Saiga/Gazella,1105.6,1180.6,1196.6,1427.7,1550.8,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,3033.4
Artiodactyla,Cervidae,Dama dama,Cervus/Saiga/Gazella,1105.6,1180.6,1196.6,1427.7,1550.8,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,3033.4
Artiodactyla,Cervidae,Elaphurus davidianus,Cervus/Saiga/Gazella,1105.6,1180.6,1196.6,1427.7,1550.8,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,3033.4
Artiodactyla,Cervidae,Megaloceros giganteus,Cervus/Saiga/Gazella,1105.6,1180.6,1196.6,1427.7,1550.8,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,3033.4
Artiodactyla,Cervidae,Rangifer tarandus,Rangifer,1105.6,1150.6,1166.6,1427.7,1580.8,1648.8,2131.1,2792.4,2883.4,2899.4,3077.4,3093.4
Artiodactyla,Delphinidae,Delphinus delphis,Delphinus,1079.6,,1205.6,1453.7,1566.8,1638.8,2119.1,2866.4,2883.4,,,3023.4
Artiodactyla,Delphinidae,Globicephala sp.,Globicephala,1063.6,,1205.6,1453.7,1566.8,1638.8,2119.1,,2883.4,,,3023.4
Artiodactyla,Delphinidae,Grampus griseus,Grampus,1063.6,1189.6,1205.6,1453.7,1566.8,1638.8,2119.1,2866.4,2883.4,2899.4,,3023.4
Artiodactyla,Delphinidae,Lagenorhynchus albirostris,Lagenorhynchus,1079.6,,1205.6,1453.7,1566.8,1638.8,2119.1,2866.4,2883.4,,,3023.4
Artiodactyla,Delphinidae,Lagenorhynchus sp.,Lagenorhynchus,1079.6,,1205.6,1453.7,1566.8,1652.8,2119.1,,2883.4,,,3023.4
Artiodactyla,Delphinidae,Orcinus orca,Orcinus,1079.6,1189.6,1205.6,1453.7,1566.8,1652.8,2119.1,2766.4,2883.4,2899.4,3007.4,3023.4
Artiodactyla,Delphinidae,Pseudorca crassidens,Pseudorca,1063.6,,1205.6,1453.7,1566.8,1638.8,2119.1,,2883.4,,,3023.4
Artiodactyla,Delphinidae,Stenella coeruleoalba,Stenella,1079.6,1189.6,1205.6,1453.7,1566.8,1638.8,2119.1,2866.4,2883.4,2899.4,,3023.4
Artiodactyla,Delphinidae,Tursiops sp.,Tursiops,1079.6,1189.6,1205.6,1453.7,1566.8,1638.8,2119.1,2866.4,2883.4,2899.4,3007.4,3023.4
Artiodactyla,Monodontidae,Delphinapterus leucas,Delphinapterus,1079.6,1189.6,1205.6,1443.7,1550.8,1652.8,2121.1,,2883.4,2899.4,3051.4,3067.4
Artiodactyla,Monodontidae,Monodon monoceros,Monodon,1079.6,1189.6,1205.6,1443.7,1550.8,1652.8,2089.1,,2883.4,2899.4,3051.4,3067.4
Artiodactyla,Phocoenidae,Phocoena phocoena,Phocoena,1079.6,,1205.6,1453.7,1550.8,1652.8,2119.1,,2883.4,,,3023.4
Artiodactyla,Phocoenidae,Phocoenoides dalli,Phocoena,1079.6,,1205.6,1453.7,1550.8,1652.8,2119.1,,2883.4,,,3023.4
Artiodactyla,Physeteridae,Physeter macrocephalus,Physeter,1079.6,1189.6,1205.6,1453.7,1550.8,1652.8,2133.1,,2883.4,2899.4,,3039.4
Artiodactyla,Suidae,Sus domesticus,Sus,1105.6,1180.6,1196.6,1453.7,1550.8,1647.8,2131.1,2820.4,2883.4,2899.4,3017.4,3033.4
Carnivora,Canidae,Canis familiaris,Canis,1105.6,1210.6,1226.6,1453.7,1566.8,1609.8,2131.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Canidae,Canis lupus,Canis,1105.6,1210.6,1226.6,1453.7,1566.8,1609.8,2131.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Canidae,Cuon alpinus,Cuon,1105.6,1210.6,1226.6,1453.7,1566.8,,2131.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Canidae,Vulpes lagopus,Vulpes,1105.6,1210.6,1226.6,1453.7,1566.8,1609.8,2131.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Canidae,Vulpes vulpes,Vulpes,1105.6,1210.6,1226.6,1437.7,1566.8,1609.8,2131.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Felidae,Felis catus,Felis,1105.6,1207.6,1223.6,1453.7,1566.8,1609.8,2163.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Felidae,Lynx sp.,Lynx,1105.6,1207.6,1223.6,1453.7,1566.8,1609.8,2163.1,2820.4,2853.4,2869.4,2957.4,2999.4
Carnivora,Felidae,Lynx sp.2,Lynx,1105.6,1207.6,1223.6,1453.7,1566.8,1609.8,2163.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Felidae,Panthera leo,Panthera,1105.6,1207.6,1223.6,1453.7,1566.8,,2147.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Felidae,Panthera tigris,Panthera,1105.6,1207.6,1223.6,1453.7,1566.8,1609.8,2147.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Hyaenidae,Crocuta crocuta,Crocuta,1105.6,1207.6,1223.6,1453.7,1566.8,1639.8,2147.1,2808.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Mustelidae,Gulo gulo,Mustela/Gulo,1105.6,1219.6,1235.6,1453.7,1566.8,1609.8,2147.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Mustelidae,Lutra sp.,Mustela/Lutra,1105.6,1219.6,1235.6,1453.7,1566.8,,2147.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Mustelidae,Martes martes,Mustela/Martes,1105.6,1219.6,1235.6,1453.7,1566.8,1609.8,2147.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Mustelidae,Meles meles,Mustela/Meles,1105.6,1219.6,1235.6,1453.7,1566.8,1609.8,2147.1,2820.4,2853.4,2869.4,2957.4,2973.4
Carnivora,Mustelidae,Mustela lutreola,Mustela,1105.6,1219.6,1235.6,1453.7,1566.8,1609.8,2147.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Mustelidae,Mustela putorius,Mustela,1105.6,1219.6,1235.6,1453.7,1566.8,,2147.1,2820.4,2853.4,2869.4,2983.4,2999.4
Carnivora,Mustelidae,Mustela sp.,Mustela,,,1235.6,1453.7,1566.8,,2147.1,,2853.4,,,2999.4
Carnivora,Odobenidae,Odobenus rosmarus,Odobenus,1105.6,1205.6,1221.6,1453.7,1566.8,1652.8,2121.1,,2853.4,2869.4,3003.4,
Carnivora,Otariidae,Callorhinus ursinus,Arctocephalus/Callorhinus/Eumetopias/Zalophus/Cystophora,1105.6,1205.6,1221.6,1453.7,1566.8,1652.8,2121.1,,2853.4,,2957.4,
Carnivora,Otariidae,Eumetopias jubatus,Arctocephalus/Callorhinus/Eumetopias/Zalophus/Cystophora,1105.6,1205.6,1221.6,1453.7,1566.8,,2121.1,,2853.4,,2957.4,
Carnivora,Phocidae,Cystophora cristata,Arctocephalus/Callorhinus/Eumetopias/Zalophus/Cystophora,1105.6,1205.6,1221.6,1453.7,1566.8,1652.8,2171.1,,2853.4,,2957.4,
Carnivora,Phocidae,Erignathus barbatus,Phocid/Erignathus,1121.6,1205.6,1221.6,1453.7,1566.8,1652.8,2171.1,,2853.4,,2957.4,
Carnivora,Phocidae,Halichoerus grypus,Phocid/Halichoerus,1105.6,1205.6,1230.6,1453.7,1566.8,1652.8,2171.1,,2869.4,2885.4,2957.4,
Carnivora,Phocidae,Histriophoca fasciata,Phocid/Histriophoca,1105.6,,1221.6,1453.7,1566.8,,2171.1,,,2869.4,2957.4,
Carnivora,Phocidae,Pagophilus groenlandicus,Phocid/Pagophilus,1105.6,1205.6,1230.6,1453.7,1566.8,1652.8,2171.1,,2869.4,2885.4,2957.4,
Carnivora,Phocidae,Phoca largha,Phocid/Phoca,1105.6,1205.6,1221.6,1453.7,1566.8,,2171.1,,,2869.4,2957.4,
Carnivora,Phocidae,Phoca vitulina,Phocid/Phoca,1105.6,1205.6,1221.6,1453.7,1566.8,1652.8,2171.1,,2853.4,2869.4,2957.4,
Carnivora,Phocidae,Pusa hispida,Phocid/Pusa,1105.6,1214.6,1221.6,1453.7,1566.8,1652.8,2171.1,,2853.4,2869.4,2957.4,
Carnivora,Phocidae,Pusa hispida,Phocid/Pusa,1105.6,1221.6,1221.6,1453.7,1566.8,1652.8,2171.1,,2853.4,2869.4,2957.4,
Carnivora,Ursidae,Ailuropoda melanoleuca,Ursus,1105.6,,1221.6,1453.7,1566.8,,,2820.4,2853.4,2869.4,2957.4,2973.4
Carnivora,Ursidae,Ursus arctos,Ursus,1105.6,,1233.6,1453.7,1566.8,1609.8,2163.1,,2853.4,2869.4,2957.4,2973.4
Carnivora,Ursidae,Ursus maritimus,Ursus,1105.6,1205.6,1233.6,1453.7,1566.8,1609.8,2163.1,2808.4,2853.4,2869.4,2957.4,2973.4
Chiroptera,Rhinolophidae,Rhinolophus ferrumequinum,Rhinolophus,,1247.6,,,1594.8,1503.8,2163.1,,,,2999.4,
Chiroptera,Rhinolophidae,Rhinolophus hipposideros,Rhinolophus,,1221.6,,,1594.8,1503.8,2163.1,,,,2999.4,
Chiroptera,Vespertilionidae,Barbastella barbastellus,Barbastella,,1221.6,,,1594.8,1548.8,2147.1,,,,2999.4,
Chiroptera,Vespertilionidae,Eptesicus serotinus,Eptesicus,,1253.7,,,1582.8,1534.8,2147.1,,,,2999.4,
Chiroptera,Vespertilionidae,Myotis sp.,Myotis,,1247.7,,,1594.8,1548.8,2147.1,,,,2969.4,
Chiroptera,Vespertilionidae,Nyctalus noctula,Nyctalus,,1247.6,,,1582.8,1562.8,2147.1,,,,3027.4,
Chiroptera,Vespertilionidae,Pipistrellus pipistrellus,Pipistrellus,,1247.7,,,1582.8,1534.8,2163.1,,,,3027.4,
Chiroptera,Vespertilionidae,Plecotus auritus,Plecotus,,1247.7,,,1594.8,1522.8,2147.1,,,,2999.4,
Artiodactyla,Bovidae,Bubalus_bubalis,Bubalus,1105.6,1192.6,1208.6,1455.7,1580.8,2131.1,1648.8,2792.4,2853.4,2869.4,3059.4,3075.4
Lagomorpha,Leporidae,Lepus sp.,Lepus/Oryctolagus,1105.6,1159.6,1221.6,1453.7,1566.8,,2129.1,2808,2883.4,2899.4,2957.4,2973.4
Lagomorpha,Leporidae,Lepus sp._3,Lepus/Oryctolagus,1105.6,1159.6,1221.6,1453.7,1566.8,,2129.1,2836,2883.4,2899.4,2957.4,2973.4
Lagomorpha,Leporidae,Lepus sp._2,Lepus/Oryctolagus,1105.6,1159.6,1221.6,1453.7,1592.8,,2129.1,2836,2883.4,2899.4,2957.4,2973.4
Lagomorpha,Leporidae,Oryctolagus cuniculus,Lepus/Oryctolagus,1105.6,,,1453.7,1566.8,,2129.1,2808,2883.4,2899.4,2957.4,2973.4
Lagomorpha,Leporidae,Oryctolagus cuniculus,Lepus/Oryctolagus,1105.6,,,1453.7,1566.8,,2129.1,2836,2883.4,2899.4,2957.4,2973.4
Lagomorpha,Leporidae,Oryctolagus cuniculus_2,Lepus/Oryctolagus,1105.6,,,1453.7,1592.8,,2129.1,2836,2883.4,2899.4,2957.4,2973.4
Perissodactyla,Equidae,Equus ferus caballus,Equus,1105.6,,1198.6,1427.7,1550.8,1649.8,2145.1,2820.4,2883.4,2899.4,2983.4,2999.4
Perissodactyla,Equidae,Equus ferus przewalskii,Equus,1105.6,1159.6,1198.6,1427.7,1550.8,1649.8,2145.1,2820.4,2883.4,2899.4,2983.4,2999.4
Perissodactyla,Equidae,Equus hemionus,Equus,1105.6,1182.6,1198.6,1427.7,1550.8,1649.8,2145.1,2820.4,2883.4,2899.4,2983.4,2999.4
Perissodactyla,Equidae,Equus hemionus hydruntinus,Equus,1105.6,1182.6,1198.6,1427.7,1550.8,1649.8,2145.1,2820.4,2883.4,2899.4,2983.4,2999.4
Perissodactyla,Rhinocerotidae,Coelodonta antiquitatis,Rhinoceros,1105.6,1182.6,1198.6,1453.7,1550.8,1623.8,2145.1,,2869.4,2885.4,2983.4,2999.4
Perissodactyla,Rhinocerotidae,Rhinoceros sondaicus,Rhinoceros,1105.6,1182.6,1198.6,1453.7,1550.8,,2145.1,,2869.4,2885.4,2983.4,2999.4
Perissodactyla,Rhinocerotidae,Rhinoceros unicornis,Rhinoceros,1105.6,1182.6,1198.6,1453.7,1550.8,,2145.1,,2869.4,2885.4,2983.4,2999.4
Primates,Cercopithecidae,Macaca fascicularis,Cercopithecoid/Chorocebus/Macaca,1105.6,1182.6,1235.6,1427.7,1580.8,1619.8,2143.1,2832.4,2883.4,2899.4,2957.4,2973.4
Primates,Cercopithecidae,Macaca mulatta,Cercopithecoid/Chorocebus/Macaca,1105.6,1182.6,1235.6,1427.7,1580.8,1647.8,2143.1,2832.4,2883.4,2899.4,2957.4,2973.4
Primates,Cercopithecidae,Macaca nemestrina,Cercopithecoid/Chorocebus/Macaca,1105.6,1219.6,1235.6,1427.7,1580.8,1619.8,2143.1,2832.4,2883.4,2899.4,2957.4,2973.4
Primates,Cercopithecidae,Rhinopithecus roxellana,Cercopithecoid/Rhinopithecus,1105.6,1219.6,1235.6,1467.7,1580.8,1619.8,2115.1,2804.4,2883.4,2899.4,2957.4,2973.4
Primates,Hominidae,Homo sapiens,Homo,1105.6,1219.6,1235.6,1477.7,1580.8,1619.8,2115.1,2832.4,2869.4,2885.4,2957.4,2973.4
Primates,Hominidae,Pongo abelii,Pongo,1105.6,,1235.6,1477.7,1580.8,1619.8,2115.1,2832.4,2883.4,2899.4,2957.4,2973.4
Primates,Hominidae,Pongo pygmaeus,Pongo,1105.6,1219.6,1235.6,1477.7,1580.8,1619.8,2115.1,2832.4,2883.4,2899.4,2957.4,2973.4
Primates,Hylobatidae,Nomascus leucogenys,Nomascus,1105.6,1219.6,1235.6,1477.7,1580.8,1619.8,2115.1,2832.4,2883.4,2899.4,2957.4,2973.4
Proboscidea,Elephantidae,Elephas maximus,Mammoth/Elephas,1105.6,1219.6,1161.6,1453.7,1579.8,1556.8,2115.1,2808.4,2853.4,2869.4,2999.4,3015.4
Proboscidea,Elephantidae,Elephas maximus indicus,Mammoth/Elephas,1105.6,1219.6,,1453.7,1579.8,,2115.1,2808.4,2853.4,2869.4,2999.4,3015.4
Proboscidea,Elephantidae,Mammuthus primigenius,Mammoth/Elephas,1105.6,1145.6,1161.6,1453.7,1579.8,1556.8,2115.1,2808.4,2853.4,2869.4,2999.4,3015.4
Proboscidea,Elephantidae,Mammuthus trogontherii,Mammoth/Elephas,1105.6,,,1453.7,1579.8,,2115.1,2808.4,2853.4,2869.4,2999.4,3015.4
Proboscidea,Elephantidae,Palaeoloxodon antiquus,Mammoth/Elephas,1105.6,1145.6,1161.6,1453.7,1579.8,1556.8,2115.1,2808.4,2853.4,2869.4,2999.4,3015.4
Rodentia,Castoridae,Castor sp.,Castor,1105.6,1145.6,1193.6,1427.7,1576.8,,2129.1,,2883.4,2899.4,2983.4,2999.4
Rodentia,Muridae,Apodemus agrarius,Murid/Mus,,1161.6,1203.6,1453.7,,,2143.1,,2910.4,,2941.4,
Rodentia,Muridae,Micromys minutus,Murid/Mus,,1177.6,1203.6,1453.7,,,2143.1,,,2899.4,2943.4,
Rodentia,Muridae,Mus musculus,Murid/Mus,1105.6,1152.6,1194.6,1453.7,1592.8,,2159.1,2866.4,2895.4,2911.4,2931.4,2947.4
Rodentia,Muridae,Rattus norvegicus,Murid/Rattus,1105.6,,1203.6,1453.7,1592.8,,2143.1,2808.4,2883.4,2899.4,2987.4,3003.4
Rodentia,Muridae,Rattus rattus,Murid/Rattus,1105.6,,1203.6,1453.7,1592.8,,2143.1,2808.4,2883.4,2899.4,2957.4,
Perissodactyla,Rhinocerotidae,Dicerorhinus_sumatrensis,Dicerorhinus,1105.6,1182.6,1198.6,1453.7,1550.8,2145.1,,2808.4,2869.4,2885.4,2983.4,2999.4
